0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
DESTINO ESP.,FRENTE,CAMARA PTZ,CAMARA MULTISENSOR,ALTAVOZ IP,BOTON DE PANICO,DISPONIBILIDAD DE ESPACIO,MATERIAL BASE,METODO DE ANCLAJE,MEDIO DE COMUNICACION,ESTADO OPERATIVO,CUADRILLA - TIPO,FECHAS DE INSTALACION GABINETES (ADECUACION O INSTALACION NUEVA),CUADRILLA - TIPO,"FECHAS DE INSTALACION CAMARAS PTZ Y MULTISENSOR , MEGAFONOS IP , BOTON DE PANICO",,LOGISTICA,PTZ-60 AV. SOL AYACUCHO,PTZ-04 SIMON BOLIVAR,PTZ-13 QUESWA,PTZ-34 PUENTE MALA VOLUNTAD,PTZ-35 AVENIDA ALTA,PTZ-66 PUQUIN,PTZ-83 TICA TICA 2,PTZ-36 NUEVA ALTA 1,PTZ-37 NUEVA ALTA 2,PTZ-38 NUEVA BAJA,PTZ-39 VITOQUE,PTZ-14 PLAZA ATRIO,PTZ-15 PARANINFO,PTZ-19 TECSECOCHA,PTZ-49 PARANINFO FIJA,PTZ-22 NAZARENAS,TOTALES,,CUADRILLA-01-C,CUADRILLA-02-C,CUADRILLA-03-L,CUADRILLA-04-L
OESTE MP-CUZCO,5,PTZ-14 PLAZA ATRIO,MULTI-14 PLAZA ATRIO,ALTAVOZ-14 PLAZA ATRIO,BOTON-14 PLAZA ATRIO,SI,POSTE SEMAFORO,ABRAZADERAS PARA POSTE,MEDIA CONVERTE (FIBRA - MEDIA CONVERTER - CAMARA),ACTIVO,CUADRILLA-02-C,2026-06-12 00:00:00,CUADRILLA-02-C,2026-06-22 00:00:00,,TRANSFORMADOR (UND),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,4,4,4,4
OESTE MP-CUZCO,5,PTZ-15 PARANINFO,,ALTAVOZ-15 PARANINFO,,SI,CEMENTO,BASE PLANA PARA VIVIENDA,SWITCH(UP),ACTIVO,CUADRILLA-02-C,2026-06-12 00:00:00,CUADRILLA-02-C,2026-06-22 00:00:00,,SUPRESOR DE PICOS (UND),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,4,4,4,4
OESTE MP-CUZCO,5,PTZ-19 TECSECOCHA,,,,SI,ADOBE,BASE PLANA PARA VIVIENDA,NO EXISTE,ACTIVO,CUADRILLA-02-C,2026-06-12 00:00:00,CUADRILLA-02-C,2026-06-22 00:00:00,,SOPORTE DE UPS (UND),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,4,4,4,4
OESTE MP-CUZCO,5,PTZ-49 PARANINFO FIJA,,,,SI,CEMENTO,BASE ANGULAR PARA VIVIENDA,SWITCH(UP),INACTIVO,CUADRILLA-02-C,2026-06-12 00:00:00,CUADRILLA-02-C,2026-06-23 00:00:00,,SOPORTE DE TRANSFORMADOR  (UND),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,4,4,4,4
OESTE MP-CUZCO,5,PTZ-22 NAZARENAS,MULTI-22 NAZARENAS,ALTAVOZ-22 NAZARENAS,,SI,ADOBE,BASE ANGULAR PARA VIVIENDA,DIRECTO A LA CAMARA (UTP),ACTIVO,CUADRILLA-04-L,2026-06-12 00:00:00,CUADRILLA-04-L,2026-06-23 00:00:00,,PRENSAESTOPA (UND),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,,8,8,8,8
,,,,,,,,,,,,,,,,CORRUGADO (M),15,10,5,10,5,5,5,5,5,5,5,20,10,5,5,15,130,,20,40,40,30
,,,,,,,,,,,,,,,,CABLE ETHERNET (M),15,10,5,10,5,5,5,5,5,5,5,20,10,5,5,15,130,,20,40,40,30
,,,,,,,,,,,,,,,,CABLE ELECTRICO (M),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,64,,16,16,16,16
,,,,,,,,,,,,,,,,CONECTOR RJ45 CAT 6A (UND),6,4,2,4,2,2,2,2,2,2,2,8,4,2,2,6,52,,8,16,16,12
,,,,,,,,,,,,,,,,BRAZOS (UND),1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,18,,4,5,4,5
,,,,,,,,,,,,,,,,BASES DE ANCLAJE PLANO (PAR),0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,5,,2,2,1,0
,,,,,,,,,,,,,,,,BASES DE ANCLAJE ANGULAR (PAR),0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,5,,2,1,0,2
,,,,,,,,,,,,,,,,ABRAZADERAS POSTE CONCRETO (PAR),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,0,0,1,1
,,,,,,,,,,,,,,,,ABRAZADERAS POSTE SEMAFORO (PAR),1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,6,,0,2,2,2
,,,,,,,,,,,,,,,,CINTA BANDIT (M),2,2,0,2,0,0,0,0,0,0,0,2,2,0,0,2,12,,0,4,6,2
,,,,,,,,,,,,,,,,EBILLAS (UND),2,2,0,2,0,0,0,0,0,0,0,2,2,0,0,2,12,,0,4,6,2
,,,,,,,,,,,,,,,,PATCHORE CAT 6A (UN),2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,34,,8,9,8,9
