0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
ESTE MP-CUZCO,1,PTZ-84 LOS INCAS,,,,NO,POSTE,ABRAZADERAS PARA POSTE,MEDIA CONVERTE (FIBRA - MEDIA CONVERTER - CAMARA),ACTIVO,CUADRILLA-01-C,2026-06-08 00:00:00,CUADRILLA-01-C,2026-06-16 00:00:00,,LLAVES DIFERENCIALES (UND),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,4,4,4,4
ESTE MP-CUZCO,1,PTZ-02 PLAZOLETA RECOLETA,MULTI-02 PLAZOLETA RECOLETA,ALTAVOZ-02 PLAZOLETA RECOLETA,,NO,NO EXISTE,ABRAZADERAS PARA POSTE,NO EXISTE,NO EXISTE,CUADRILLA-01-C,2026-06-08 00:00:00,CUADRILLA-01-C,2026-06-16 00:00:00,,UPS (UND),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,4,4,4,4
ESTE MP-CUZCO,1,PTZ-71 BARRIO PROFESIONAL,,ALTAVOZ-71 BARRIO PROFESIONAL,,NO,POSTE,ABRAZADERAS PARA POSTE,MEDIA CONVERTE (FIBRA - MEDIA CONVERTER - CAMARA),ACTIVO,CUADRILLA-01-C,2026-06-08 00:00:00,CUADRILLA-01-C,2026-06-17 00:00:00,,TRANSFORMADOR (UND),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,4,4,4,4
ESTE MP-CUZCO,1,PTZ-73 RECOLETA,,,,NO,POSTE SEMAFORO,ABRAZADERAS PARA POSTE,MEDIA CONVERTE (FIBRA - MEDIA CONVERTER - CAMARA),ACTIVO,CUADRILLA-02-C,2026-06-08 00:00:00,CUADRILLA-02-C,2026-06-16 00:00:00,,SUPRESOR DE PICOS (UND),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,4,4,4,4
ESTE MP-CUZCO,1,PTZ-09 PASAJE GRECE 1,,,,NO,CEMENTO,BASE ANGULAR PARA VIVIENDA,DIRECTO A LA CAMARA (UTP),INACTIVO,CUADRILLA-02-C,2026-06-08 00:00:00,CUADRILLA-02-C,2026-06-16 00:00:00,,SOPORTE DE UPS (UND),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,4,4,4,4
OESTE MP-CUZCO,1,PTZ-61 MATARA AYACUCHO,,,,NO,POSTE SEMAFORO,ABRAZADERAS PARA POSTE,DIRECTO A LA CAMARA (UTP),INACTIVO,CUADRILLA-02-C,2026-06-08 00:00:00,CUADRILLA-02-C,2026-06-16 00:00:00,,SOPORTE DE TRANSFORMADOR  (UND),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,4,4,4,4
CENTRO MP-CUZCO,1,PTZ-06 CABRACANCHA 1,,,,NO,ADOBE,BASE ANGULAR PARA VIVIENDA,DIRECTO A LA CAMARA (UTP),INACTIVO,CUADRILLA-02-C,2026-06-08 00:00:00,CUADRILLA-02-C,2026-06-17 00:00:00,,PRENSAESTOPA (UND),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,,8,8,8,8
,,,,,,,,,,,,,,,,CORRUGADO (M),10,5,10,15,5,5,5,10,10,5,15,10,5,5,5,5,125,,40,20,40,25
,,,,,,,,,,,,,,,,CABLE ETHERNET (M),10,5,10,15,5,5,5,10,10,5,15,10,5,5,5,5,125,,40,20,40,25
,,,,,,,,,,,,,,,,CABLE ELECTRICO (M),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,64,,16,16,16,16
,,,,,,,,,,,,,,,,CONECTOR RJ45 CAT 6A (UND),4,2,4,6,2,2,2,4,4,2,6,4,2,2,2,2,50,,16,8,16,10
,,,,,,,,,,,,,,,,BRAZOS (UND),1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,18,,5,4,5,4
,,,,,,,,,,,,,,,,BASES DE ANCLAJE PLANO (PAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,BASES DE ANCLAJE ANGULAR (PAR),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,,0,2,0,0
,,,,,,,,,,,,,,,,ABRAZADERAS POSTE CONCRETO (PAR),1,1,1,0,1,1,0,1,1,1,2,1,0,0,0,0,11,,5,0,3,3
,,,,,,,,,,,,,,,,ABRAZADERAS POSTE SEMAFORO (PAR),0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,5,,0,2,2,1
,,,,,,,,,,,,,,,,CINTA BANDIT (M),2,0,2,2,0,0,0,2,2,0,2,2,0,0,0,0,14,,6,0,6,2
,,,,,,,,,,,,,,,,EBILLAS (UND),2,0,2,2,0,0,0,2,2,0,2,2,0,0,0,0,14,,6,0,6,2
,,,,,,,,,,,,,,,,PATCHORE CAT 6A (UN),2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,34,,9,8,9,8
